Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Image Src
two-buttons-difficult-choice-version-meme,Two Buttons Difficult Choice Version Meme,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-DIFFICULT-CHOICE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_Difficult_Choice_Version_Meme/Two_Buttons_Difficult_Choice_Version_Meme.webp
two-buttons-impossible-choice-version-meme,Two Buttons Impossible Choice Version Meme,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-IMPOSSIBLE-CHOICE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_Impossible_Choice_Version_Meme/Two_Buttons_Impossible_Choice_Version_Meme.webp
two-buttons-meme,Two Buttons Meme,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_Meme/Two_Buttons_Meme.webp
two-buttons-no-good-choice-version-meme,Two Buttons No Good Choice Version Meme,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-NO-GOOD-CHOICE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_No_Good_Choice_Version_Meme/Two_Buttons_No_Good_Choice_Version_Meme.webp
two-buttons-variation-,Two Buttons Variation ,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_Variation_/Two_Buttons_Variation_.webp
two-buttons-variation-2-,Two Buttons Variation 2 ,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_Variation_2_/Two_Buttons_Variation_2_.webp
two-buttons-variations-,Two Buttons variations ,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_variations_/Two_Buttons_variations_.webp
two-buttons-with-captions-,Two Buttons with captions ,,CBB,Sticker,"meme",FALSE,TWO-BUTTONS-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Buttons_with_captions_/Two_Buttons_with_captions_.webp
two-spider-men-pointing-at-each-other,Two Spider Men Pointing at Each other,,CBB,Sticker,"meme",FALSE,TWO-SPIDER-MEN-POINTING-AT-EACH-OTHER,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Two_Spider-Men_Pointing_at_Each_other/Two_Spider-Men_Pointing_at_Each_other.webp
uncomfortable-situation-seal,Uncomfortable Situation Seal,,CBB,Sticker,"meme",FALSE,UNCOMFORTABLE-SITUATION-SEAL,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Uncomfortable_Situation_Seal/Uncomfortable_Situation_Seal.webp
unhelpful-high-school-teacher,Unhelpful High School Teacher,,CBB,Sticker,"meme",FALSE,UNHELPFUL-HIGH-SCHOOL-TEACHER,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Unhelpful_High_School_Teacher/Unhelpful_High_School_Teacher.webp
unpopular-opinion-puffin,Unpopular Opinion Puffin,,CBB,Sticker,"meme",FALSE,UNPOPULAR-OPINION-PUFFIN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Unpopular_Opinion_Puffin/Unpopular_Opinion_Puffin.webp
unsettled-tom,Unsettled Tom,,CBB,Sticker,"meme",FALSE,UNSETTLED-TOM,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Unsettled_Tom/Unsettled_Tom.webp
vengeance-dad,Vengeance Dad,,CBB,Sticker,"meme",FALSE,VENGEANCE-DAD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Vengeance_Dad/Vengeance_Dad.webp
video-game-memes,Video Game Memes,,CBB,Sticker,"meme",FALSE,VIDEO-GAME-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Video_Game_Memes/Video_Game_Memes.webp
viral-memes,Viral Memes,,CBB,Sticker,"meme",FALSE,VIRAL-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Viral_Memes/Viral_Memes.webp
waiting-skeleton,Waiting Skeleton,,CBB,Sticker,"meme",FALSE,WAITING-SKELETON,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Waiting_Skeleton/Waiting_Skeleton.webp
walter-white-breaking-bad,Walter White Breaking Bad,,CBB,Sticker,"meme",FALSE,WALTER-WHITE-BREAKING-BAD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Walter_White_Breaking_Bad/Walter_White_Breaking_Bad.webp
walter-white-breaking-bad-variation-,Walter White Breaking Bad Variation ,,CBB,Sticker,"meme",FALSE,WALTER-WHITE-BREAKING-BAD-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Walter_White_Breaking_Bad_Variation_/Walter_White_Breaking_Bad_Variation_.webp
walter-white-breaking-bad-variation-2-,Walter White Breaking Bad Variation 2 ,,CBB,Sticker,"meme",FALSE,WALTER-WHITE-BREAKING-BAD-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Walter_White_Breaking_Bad_Variation_2_/Walter_White_Breaking_Bad_Variation_2_.webp
walter-white-breaking-bad-variation-3-,Walter White Breaking Bad Variation 3 ,,CBB,Sticker,"meme",FALSE,WALTER-WHITE-BREAKING-BAD-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Walter_White_Breaking_Bad_Variation_3_/Walter_White_Breaking_Bad_Variation_3_.webp
weird-memes,Weird Memes,,CBB,Sticker,"meme",FALSE,WEIRD-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Weird_Memes/Weird_Memes.webp
what-if-i-told-you,What If I Told You,,CBB,Sticker,"meme",FALSE,WHAT-IF-I-TOLD-YOU,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/What_If_I_Told_You/What_If_I_Told_You.webp
what-year-is-it-,What Year Is It ,,CBB,Sticker,"meme",FALSE,WHAT-YEAR-IS-IT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/What_Year_Is_It_/What_Year_Is_It_.webp
wholesome-memes,Wholesome Memes,,CBB,Sticker,"meme",FALSE,WHOLESOME-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Wholesome_Memes/Wholesome_Memes.webp
why-not-both-,Why Not Both ,,CBB,Sticker,"meme",FALSE,WHY-NOT-BOTH-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Why_Not_Both_/Why_Not_Both_.webp
willy-wonka,Willy Wonka,,CBB,Sticker,"meme",FALSE,WILLY-WONKA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Willy_Wonka/Willy_Wonka.webp
willy-wonka-sarcastic,Willy Wonka Sarcastic,,CBB,Sticker,"meme",FALSE,WILLY-WONKA-SARCASTIC,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Willy_Wonka_Sarcastic/Willy_Wonka_Sarcastic.webp
winter-is-coming,Winter Is Coming,,CBB,Sticker,"meme",FALSE,WINTER-IS-COMING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Winter_Is_Coming/Winter_Is_Coming.webp
wise-roll-safe,Wise Roll Safe,,CBB,Sticker,"meme",FALSE,WISE-ROLL-SAFE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Wise_Roll_Safe/Wise_Roll_Safe.webp
woman-blinking,Woman Blinking,,CBB,Sticker,"meme",FALSE,WOMAN-BLINKING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Blinking/Woman_Blinking.webp
woman-blinking-disbelief-version-meme,Woman Blinking Disbelief Version Meme,,CBB,Sticker,"meme",FALSE,WOMAN-BLINKING-DISBELIEF-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Blinking_Disbelief_Version_Meme/Woman_Blinking_Disbelief_Version_Meme.webp
woman-blinking-meme,Woman Blinking Meme,,CBB,Sticker,"meme",FALSE,WOMAN-BLINKING-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Blinking_Meme/Woman_Blinking_Meme.webp
woman-blinking-variation-,Woman Blinking Variation ,,CBB,Sticker,"meme",FALSE,WOMAN-BLINKING-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Blinking_Variation_/Woman_Blinking_Variation_.webp
woman-blinking-variation-2-,Woman Blinking Variation 2 ,,CBB,Sticker,"meme",FALSE,WOMAN-BLINKING-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Blinking_Variation_2_/Woman_Blinking_Variation_2_.webp
woman-laughing-alone-with-salad,Woman Laughing Alone With Salad,,CBB,Sticker,"meme",FALSE,WOMAN-LAUGHING-ALONE-WITH-SALAD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Laughing_Alone_With_Salad/Woman_Laughing_Alone_With_Salad.webp
woman-pointing-at-cat,Woman Pointing at Cat,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat/Woman_Pointing_at_Cat.webp
woman-pointing-at-cat-accusing-version-meme,Woman Pointing at Cat Accusing Version Meme,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-ACCUSING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_Accusing_Version_Meme/Woman_Pointing_at_Cat_Accusing_Version_Meme.webp
woman-pointing-at-cat-judging-version-meme,Woman Pointing at Cat Judging Version Meme,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-JUDGING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_Judging_Version_Meme/Woman_Pointing_at_Cat_Judging_Version_Meme.webp
woman-pointing-at-cat-meme,Woman Pointing at Cat Meme,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_Meme/Woman_Pointing_at_Cat_Meme.webp
woman-pointing-at-cat-scolding-version-meme,Woman Pointing at Cat Scolding Version Meme,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-SCOLDING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_Scolding_Version_Meme/Woman_Pointing_at_Cat_Scolding_Version_Meme.webp
woman-pointing-at-cat-variation-,Woman Pointing at Cat Variation ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_Variation_/Woman_Pointing_at_Cat_Variation_.webp
woman-pointing-at-cat-variation-2-,Woman Pointing at Cat Variation 2 ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_Variation_2_/Woman_Pointing_at_Cat_Variation_2_.webp
woman-pointing-at-cat-variation-3-,Woman Pointing at Cat Variation 3 ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_Variation_3_/Woman_Pointing_at_Cat_Variation_3_.webp
woman-pointing-at-cat-variations-,Woman Pointing at Cat variations ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_variations_/Woman_Pointing_at_Cat_variations_.webp
woman-pointing-at-cat-with-captions-,Woman Pointing at Cat with captions ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-CAT-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Cat_with_captions_/Woman_Pointing_at_Cat_with_captions_.webp
woman-pointing-at-phone,Woman Pointing at Phone,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-PHONE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_Phone/Woman_Pointing_at_Phone.webp
woman-pointing-at-tv,Woman Pointing at TV,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-TV,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_TV/Woman_Pointing_at_TV.webp
woman-pointing-at-tv-variation-,Woman Pointing at TV Variation ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-TV-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_TV_Variation_/Woman_Pointing_at_TV_Variation_.webp
woman-pointing-at-tv-variation-2-,Woman Pointing at TV Variation 2 ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-TV-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_TV_Variation_2_/Woman_Pointing_at_TV_Variation_2_.webp
woman-pointing-at-a-sign,Woman Pointing at a Sign,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-A-SIGN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_a_Sign/Woman_Pointing_at_a_Sign.webp
woman-pointing-at-a-sign-variation-,Woman Pointing at a Sign Variation ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-A-SIGN-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_a_Sign_Variation_/Woman_Pointing_at_a_Sign_Variation_.webp
woman-pointing-at-a-sign-variation-2-,Woman Pointing at a Sign Variation 2 ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-A-SIGN-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_a_Sign_Variation_2_/Woman_Pointing_at_a_Sign_Variation_2_.webp
woman-pointing-at-a-sign-variation-3-,Woman Pointing at a Sign Variation 3 ,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-A-SIGN-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Pointing_at_a_Sign_Variation_3_/Woman_Pointing_at_a_Sign_Variation_3_.webp
woman-screaming-at-cat-variation-3-,Woman Screaming at Cat Variation 3 ,,CBB,Sticker,"meme",FALSE,WOMAN-SCREAMING-AT-CAT-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Screaming_at_Cat_Variation_3_/Woman_Screaming_at_Cat_Variation_3_.webp
woman-yelling-at-cat,Woman Yelling at Cat,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_Cat/Woman_Yelling_at_Cat.webp
woman-yelling-at-cat-alternate-angry-version-mem,Woman Yelling at Cat Alternate Angry Version Mem,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-CAT-ALTERNATE-ANGRY-VERSION-MEM,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_Cat_Alternate_Angry_Version_Mem/Woman_Yelling_at_Cat_Alternate_Angry_Version_Mem.webp
woman-yelling-at-cat-alternate-version-meme,Woman Yelling at Cat Alternate Version Meme,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-CAT-ALTERNATE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_Cat_Alternate_Version_Meme/Woman_Yelling_at_Cat_Alternate_Version_Meme.webp
woman-yelling-at-cat-angry-outburst-version-meme,Woman Yelling at Cat Angry Outburst Version Meme,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-CAT-ANGRY-OUTBURST-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_Cat_Angry_Outburst_Version_Meme/Woman_Yelling_at_Cat_Angry_Outburst_Version_Meme.webp
woman-yelling-at-cat-furious-version-meme,Woman Yelling at Cat Furious Version Meme,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-CAT-FURIOUS-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_Cat_Furious_Version_Meme/Woman_Yelling_at_Cat_Furious_Version_Meme.webp
woman-yelling-at-cat-new-format-,Woman Yelling at Cat new format ,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-CAT-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_Cat_new_format_/Woman_Yelling_at_Cat_new_format_.webp
woman-yelling-at-confused-cat-at-dinner-table,Woman Yelling at Confused Cat at Dinner Table,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-CONFUSED-CAT-AT-DINNER-TABLE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_Confused_Cat_at_Dinner_Table/Woman_Yelling_at_Confused_Cat_at_Dinner_Table.webp
woman-yelling-at-a-cat,Woman Yelling at a Cat,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-A-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_a_Cat/Woman_Yelling_at_a_Cat.webp
woman-yelling-at-a-cat-meme,Woman Yelling at a Cat Meme,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-A-CAT-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_a_Cat_Meme/Woman_Yelling_at_a_Cat_Meme.webp
woman-yelling-at-a-cat-variation-,Woman Yelling at a Cat Variation ,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-A-CAT-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_a_Cat_Variation_/Woman_Yelling_at_a_Cat_Variation_.webp
woman-yelling-at-a-cat-variation-2-,Woman Yelling at a Cat Variation 2 ,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-A-CAT-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_a_Cat_Variation_2_/Woman_Yelling_at_a_Cat_Variation_2_.webp
woman-yelling-at-a-cat-variation-3-,Woman Yelling at a Cat Variation 3 ,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-A-CAT-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_a_Cat_Variation_3_/Woman_Yelling_at_a_Cat_Variation_3_.webp
woman-yelling-at-a-cat-with-captions-,Woman Yelling at a Cat with captions ,,CBB,Sticker,"meme",FALSE,WOMAN-YELLING-AT-A-CAT-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_Yelling_at_a_Cat_with_captions_/Woman_Yelling_at_a_Cat_with_captions_.webp
woman-pointing-at-a-cat,Woman pointing at a cat,,CBB,Sticker,"meme",FALSE,WOMAN-POINTING-AT-A-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Woman_pointing_at_a_cat/Woman_pointing_at_a_cat.webp
worst-memes,Worst Memes,,CBB,Sticker,"meme",FALSE,WORST-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Worst_Memes/Worst_Memes.webp
xy-vs-xx,XY vs. XX,,CBB,Sticker,"meme",FALSE,XY-VS-XX,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/XY_vs._XX/XY_vs._XX.webp
x-all-the-y,X All the Y,,CBB,Sticker,"meme",FALSE,X-ALL-THE-Y,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/X_All_the_Y/X_All_the_Y.webp
x-x-everywhere,X X Everywhere,,CBB,Sticker,"meme",FALSE,X-X-EVERYWHERE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/X_X_Everywhere/X_X_Everywhere.webp
xzibit-yo-dawg,Xzibit Yo Dawg,,CBB,Sticker,"meme",FALSE,XZIBIT-YO-DAWG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Xzibit_Yo_Dawg/Xzibit_Yo_Dawg.webp
y-u-no-guy,Y U NO Guy,,CBB,Sticker,"meme",FALSE,Y-U-NO-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Y_U_NO_Guy/Y_U_NO_Guy.webp
yao-ming-face,Yao Ming Face,,CBB,Sticker,"meme",FALSE,YAO-MING-FACE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Yao_Ming_Face/Yao_Ming_Face.webp
yo-dawg,Yo Dawg,,CBB,Sticker,"meme",FALSE,YO-DAWG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Yo_Dawg/Yo_Dawg.webp
zoidberg,Zoidberg,,CBB,Sticker,"meme",FALSE,ZOIDBERG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Zoidberg/Zoidberg.webp
-10-guy-, 10 Guy ,,CBB,Sticker,"meme",FALSE,-10-GUY-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_10_Guy_/_10_Guy_.webp
-american-chopper-argument-, American Chopper Argument ,,CBB,Sticker,"meme",FALSE,-AMERICAN-CHOPPER-ARGUMENT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_American_Chopper_Argument_/_American_Chopper_Argument_.webp
-ancient-aliens-, Ancient Aliens ,,CBB,Sticker,"meme",FALSE,-ANCIENT-ALIENS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Ancient_Aliens_/_Ancient_Aliens_.webp
-ancient-aliens-guy-, Ancient Aliens Guy ,,CBB,Sticker,"meme",FALSE,-ANCIENT-ALIENS-GUY-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Ancient_Aliens_Guy_/_Ancient_Aliens_Guy_.webp
-anger-symbol-, Anger Symbol ,,CBB,Sticker,"meme",FALSE,-ANGER-SYMBOL-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Anger_Symbol_/_Anger_Symbol_.webp
-angry-face-, Angry Face ,,CBB,Sticker,"meme",FALSE,-ANGRY-FACE-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Angry_Face_/_Angry_Face_.webp
-arthur-fist-, Arthur Fist ,,CBB,Sticker,"meme",FALSE,-ARTHUR-FIST-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Arthur_Fist_/_Arthur_Fist_.webp
-arthur-s-fist-, Arthur s Fist ,,CBB,Sticker,"meme",FALSE,-ARTHUR-S-FIST-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Arthur_s_Fist_/_Arthur_s_Fist_.webp
-awkward-seal-, Awkward Seal ,,CBB,Sticker,"meme",FALSE,-AWKWARD-SEAL-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Awkward_Seal_/_Awkward_Seal_.webp
-baby-yoda-sipping-soup-, Baby Yoda Sipping Soup ,,CBB,Sticker,"meme",FALSE,-BABY-YODA-SIPPING-SOUP-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Baby_Yoda_Sipping_Soup_/_Baby_Yoda_Sipping_Soup_.webp
-bad-luck-brian-, Bad Luck Brian ,,CBB,Sticker,"meme",FALSE,-BAD-LUCK-BRIAN-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Bad_Luck_Brian_/_Bad_Luck_Brian_.webp
-batman-slapping-robin-, Batman Slapping Robin ,,CBB,Sticker,"meme",FALSE,-BATMAN-SLAPPING-ROBIN-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Batman_Slapping_Robin_/_Batman_Slapping_Robin_.webp
-beating-heart-, Beating Heart ,,CBB,Sticker,"meme",FALSE,-BEATING-HEART-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Beating_Heart_/_Beating_Heart_.webp
-bird-box-meme-, Bird Box Meme ,,CBB,Sticker,"meme",FALSE,-BIRD-BOX-MEME-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Bird_Box_Meme_/_Bird_Box_Meme_.webp
-blinking-white-guy-, Blinking White Guy ,,CBB,Sticker,"meme",FALSE,-BLINKING-WHITE-GUY-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Blinking_White_Guy_/_Blinking_White_Guy_.webp
-boardroom-meeting-suggestion-, Boardroom Meeting Suggestion ,,CBB,Sticker,"meme",FALSE,-BOARDROOM-MEETING-SUGGESTION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Boardroom_Meeting_Suggestion_/_Boardroom_Meeting_Suggestion_.webp
-broken-heart-, Broken Heart ,,CBB,Sticker,"meme",FALSE,-BROKEN-HEART-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Broken_Heart_/_Broken_Heart_.webp
-buff-doge-vs-cheems-, Buff Doge vs. Cheems ,,CBB,Sticker,"meme",FALSE,-BUFF-DOGE-VS-CHEEMS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Buff_Doge_vs._Cheems_/_Buff_Doge_vs._Cheems_.webp
-business-cat-, Business Cat ,,CBB,Sticker,"meme",FALSE,-BUSINESS-CAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/_Business_Cat_/_Business_Cat_.webp
